#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCAR CALCULE LE 27/11/2019 A 12:51:28 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY          SIXZ          SIYZ        
 0.000000E+00  9.569581E-03  -5.525000E-03  0.000000E+00  4.704978E+00  1.355060E+01  8.827781E+01  7.630028E+00  2.752628E-03  -1.246663E-04
 1.100000E-04  9.664844E-03  -5.580000E-03  0.000000E+00  3.619054E+00  1.181479E+01  8.737168E+01  6.203511E+00  2.696426E-03  -5.829921E-04
 2.200000E-04  9.760106E-03  -5.635000E-03  0.000000E+00  2.533131E+00  1.007898E+01  8.646555E+01  4.776994E+00  2.640225E-03  -1.041318E-03
 3.300000E-04  9.855369E-03  -5.690000E-03  0.000000E+00  1.786738E+00  8.716556E+00  8.578634E+01  3.414165E+00  2.585389E-03  -1.500367E-03
 4.400000E-04  9.950632E-03  -5.745000E-03  0.000000E+00  9.088484E-01  6.914829E+00  8.492965E+01  2.189389E+00  2.091445E-03  -1.949400E-03
 5.500000E-04  1.004589E-02  -5.800000E-03  0.000000E+00  3.095878E-02  5.113102E+00  8.407296E+01  9.646129E-01  1.597500E-03  -2.398433E-03
 6.600000E-04  1.014116E-02  -5.855000E-03  0.000000E+00  -4.270933E-01  3.699725E+00  8.347457E+01  -1.356266E-01  1.668109E-03  -2.539927E-03
 7.700000E-04  1.023642E-02  -5.910000E-03  0.000000E+00  -1.114668E+00  1.806821E+00  8.265581E+01  -1.165579E+00  1.245881E-03  -3.004214E-03
 8.800000E-04  1.033168E-02  -5.965000E-03  0.000000E+00  -1.802244E+00  -8.608345E-02  8.183704E+01  -2.195531E+00  8.236538E-04  -3.468502E-03
 9.900000E-04  1.042695E-02  -6.020000E-03  0.000000E+00  -2.125145E+00  -1.639774E+00  8.124286E+01  -3.118427E+00  9.039088E-04  -3.691385E-03
 1.100000E-03  1.052221E-02  -6.075000E-03  0.000000E+00  -2.653184E+00  -3.594065E+00  8.046185E+01  -3.973603E+00  4.882694E-04  -4.114071E-03
 1.210000E-03  1.061747E-02  -6.130000E-03  0.000000E+00  -3.181224E+00  -5.548356E+00  7.968084E+01  -4.828778E+00  7.263012E-05  -4.536758E-03
 1.320000E-03  1.071273E-02  -6.185000E-03  0.000000E+00  -3.514263E+00  -7.245207E+00  7.904483E+01  -5.605904E+00  3.104169E-05  -4.821985E-03
 1.430000E-03  1.080800E-02  -6.240000E-03  0.000000E+00  -3.871906E+00  -9.262053E+00  7.830440E+01  -6.311012E+00  7.824038E-05  -4.866976E-03
 1.540000E-03  1.090326E-02  -6.295000E-03  0.000000E+00  -4.229550E+00  -1.127890E+01  7.756397E+01  -7.016121E+00  1.254391E-04  -4.911966E-03
 1.650000E-03  1.099852E-02  -6.350000E-03  0.000000E+00  -4.259208E+00  -1.309786E+01  7.700440E+01  -7.523911E+00  6.310844E-04  -3.721733E-03

