#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 04/11/2019 A 13:26:03 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  9.569581E-03  5.525000E-03  0.000000E+00  4.358214E+00  -5.563708E-01  1.947409E-02  2.662810E-09
 1.100000E-04  9.664844E-03  5.580000E-03  0.000000E+00  4.290156E+00  -5.516433E-01  -1.585090E-04  -2.248660E-10
 2.200000E-04  9.760106E-03  5.635000E-03  0.000000E+00  4.243103E+00  -5.046944E-01  -1.907695E-04  -5.227005E-10
 3.300000E-04  9.855369E-03  5.690000E-03  0.000000E+00  4.197410E+00  -4.590858E-01  -2.169487E-04  -5.668774E-10
 4.400000E-04  9.950632E-03  5.745000E-03  0.000000E+00  4.153038E+00  -4.147436E-01  -2.260166E-04  -2.159756E-10
 5.500000E-04  1.004589E-02  5.800000E-03  0.000000E+00  4.109940E+00  -3.716193E-01  -2.179426E-04  2.943929E-12
 6.600000E-04  1.014116E-02  5.855000E-03  0.000000E+00  4.068051E+00  -3.297048E-01  -2.101761E-04  -6.957607E-12
 7.700000E-04  1.023642E-02  5.910000E-03  0.000000E+00  4.027325E+00  -2.889549E-01  -2.026372E-04  -1.883608E-11
 8.800000E-04  1.033168E-02  5.965000E-03  0.000000E+00  3.987721E+00  -2.493268E-01  -1.952176E-04  -3.184588E-11
 9.900000E-04  1.042695E-02  6.020000E-03  0.000000E+00  3.949197E+00  -2.107792E-01  -1.877522E-04  -4.294597E-11
 1.100000E-03  1.052221E-02  6.075000E-03  0.000000E+00  3.911716E+00  -1.732725E-01  -1.799876E-04  -4.659802E-11
 1.210000E-03  1.061747E-02  6.130000E-03  0.000000E+00  3.875239E+00  -1.367687E-01  -1.715437E-04  -3.448419E-11
 1.320000E-03  1.071273E-02  6.185000E-03  0.000000E+00  3.839732E+00  -1.012306E-01  -1.618747E-04  1.154162E-12
 1.430000E-03  1.080800E-02  6.240000E-03  0.000000E+00  3.805162E+00  -6.662255E-02  -1.502566E-04  5.946942E-11
 1.540000E-03  1.090326E-02  6.295000E-03  0.000000E+00  3.771364E+00  -3.320202E-02  -2.672161E-04  1.141332E-10
 1.650000E-03  1.099852E-02  6.350000E-03  0.000000E+00  3.725320E+00  -2.984242E-02  -1.349928E-02  4.125876E-10

