#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHEQ CALCULE LE 27/11/2019 A 20:13:22 DE TYPE         
#TABLE_SDASTER                                                                   
 ABSC_CURV     VMIS          TRESCA        PRIN_1        PRIN_2        PRIN_3        VECT_1_X      VECT_1_Y      VECT_1_Z      VECT_2_X      VECT_2_Y      VECT_2_Z      VECT_3_X      VECT_3_Y      VECT_3_Z      TRIAX       
 0.000000E+00  4.667155E+00  4.937899E+00  -5.991079E-01  2.968917E-04  4.338791E+00  8.662298E-01  -4.996448E-01  9.804208E-04  -8.067846E-04  5.635194E-04  9.999995E-01  4.996451E-01  8.662302E-01  -8.503157E-05  2.671135E-01
 3.300000E-04  4.446526E+00  4.658042E+00  -4.566095E-01  1.963892E-03  4.201433E+00  8.660912E-01  -4.998854E-01  7.815195E-04  -6.185810E-04  4.916560E-04  9.999997E-01  4.998856E-01  8.660914E-01  -1.165993E-04  2.808775E-01
 6.600000E-04  4.244259E+00  4.399197E+00  -3.271714E-01  1.857982E-03  4.072026E+00  8.660334E-01  -4.999859E-01  4.713606E-04  -3.854430E-04  2.751159E-04  9.999999E-01  4.999859E-01  8.660335E-01  -4.554352E-05  2.942573E-01
 9.900000E-04  4.060693E+00  4.161810E+00  -2.089095E-01  1.506085E-03  3.952900E+00  8.659901E-01  -5.000611E-01  -2.041858E-04  1.757199E-04  -1.040155E-04  1.000000E+00  5.000611E-01  8.659901E-01  2.205655E-06  3.074596E-01
 1.320000E-03  3.893636E+00  3.943305E+00  -1.003123E-01  1.003461E-03  3.842993E+00  8.659047E-01  -5.002013E-01  -2.763027E-03  2.363090E-03  -1.433034E-03  9.999962E-01  5.002034E-01  8.659079E-01  5.885005E-05  3.204960E-01
 1.650000E-03  3.745682E+00  3.748047E+00  -5.438098E-03  -7.037197E-04  3.742609E+00  8.651343E-01  -5.011583E-01  1.957112E-02  -1.698926E-02  9.716257E-03  9.998085E-01  5.012525E-01  8.653011E-01  1.084411E-04  3.325133E-01

