#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 27/11/2019 A 12:51:27 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  9.569581E-03  5.525000E-03  0.000000E+00  8.402608E+01  1.057879E-01  3.382115E+01  -1.805668E-01
 1.100000E-04  9.664844E-03  5.580000E-03  0.000000E+00  7.206321E+01  7.452550E-01  2.300140E+01  3.432660E-01
 2.200000E-04  9.760106E-03  5.635000E-03  0.000000E+00  6.014322E+01  1.350220E+00  1.216728E+01  7.910374E-01
 3.300000E-04  9.855369E-03  5.690000E-03  0.000000E+00  4.826609E+01  1.920682E+00  1.318785E+00  1.162747E+00
 4.400000E-04  9.950632E-03  5.745000E-03  0.000000E+00  3.692277E+01  2.203937E+00  -9.274476E+00  1.410161E+00
 5.500000E-04  1.004589E-02  5.800000E-03  0.000000E+00  2.570044E+01  2.484800E+00  -1.980106E+01  1.602306E+00
 6.600000E-04  1.014116E-02  5.855000E-03  0.000000E+00  1.459912E+01  2.763273E+00  -3.026096E+01  1.739182E+00
 7.700000E-04  1.023642E-02  5.910000E-03  0.000000E+00  4.005634E+00  2.679587E+00  -4.049038E+01  1.741938E+00
 8.800000E-04  1.033168E-02  5.965000E-03  0.000000E+00  -6.495726E+00  2.636349E+00  -5.065648E+01  1.712110E+00
 9.900000E-04  1.042695E-02  6.020000E-03  0.000000E+00  -1.690496E+01  2.633559E+00  -6.075926E+01  1.649697E+00
 1.100000E-03  1.052221E-02  6.075000E-03  0.000000E+00  -2.687427E+01  2.260572E+00  -7.067571E+01  1.465635E+00
 1.210000E-03  1.061747E-02  6.130000E-03  0.000000E+00  -3.673083E+01  1.947608E+00  -8.050039E+01  1.266014E+00
 1.320000E-03  1.071273E-02  6.185000E-03  0.000000E+00  -4.647464E+01  1.694667E+00  -9.023332E+01  1.050833E+00
 1.430000E-03  1.080800E-02  6.240000E-03  0.000000E+00  -5.587747E+01  1.153420E+00  -9.986367E+01  6.793630E-01
 1.540000E-03  1.090326E-02  6.295000E-03  0.000000E+00  -6.525259E+01  6.123244E-01  -1.094708E+02  3.117831E-01
 1.650000E-03  1.099852E-02  6.350000E-03  0.000000E+00  -7.460000E+01  7.137929E-02  -1.190547E+02  -5.190680E-02

