#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 04/11/2019 A 12:15:55 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  9.569581E-03  -5.525000E-03  0.000000E+00  1.734176E+01  2.111174E-01  8.646659E+01  5.006871E-02
 1.100000E-04  9.664844E-03  -5.580000E-03  0.000000E+00  1.465162E+01  1.488089E-01  8.558242E+01  4.967412E-01
 2.200000E-04  9.760106E-03  -5.635000E-03  0.000000E+00  1.210733E+01  2.815762E-01  8.480586E+01  9.130021E-01
 3.300000E-04  9.855369E-03  -5.690000E-03  0.000000E+00  9.609080E+00  3.895139E-01  8.403788E+01  1.243277E+00
 4.400000E-04  9.950632E-03  -5.745000E-03  0.000000E+00  7.156183E+00  4.733047E-01  8.327854E+01  1.492343E+00
 5.500000E-04  1.004589E-02  -5.800000E-03  0.000000E+00  4.747951E+00  5.336282E-01  8.252789E+01  1.664691E+00
 6.600000E-04  1.014116E-02  -5.855000E-03  0.000000E+00  2.383690E+00  5.711561E-01  8.178597E+01  1.764541E+00
 7.700000E-04  1.023642E-02  -5.910000E-03  0.000000E+00  6.270903E-02  5.865504E-01  8.105281E+01  1.795862E+00
 8.800000E-04  1.033168E-02  -5.965000E-03  0.000000E+00  -2.215685E+00  5.804634E-01  8.032840E+01  1.762388E+00
 9.900000E-04  1.042695E-02  -6.020000E-03  0.000000E+00  -4.452183E+00  5.535363E-01  7.961274E+01  1.667635E+00
 1.100000E-03  1.052221E-02  -6.075000E-03  0.000000E+00  -6.647469E+00  5.063989E-01  7.890581E+01  1.514912E+00
 1.210000E-03  1.061747E-02  -6.130000E-03  0.000000E+00  -8.802226E+00  4.396690E-01  7.820757E+01  1.307339E+00
 1.320000E-03  1.071273E-02  -6.185000E-03  0.000000E+00  -1.091713E+01  3.539524E-01  7.751800E+01  1.047853E+00
 1.430000E-03  1.080800E-02  -6.240000E-03  0.000000E+00  -1.299285E+01  2.498430E-01  7.683703E+01  7.392264E-01
 1.540000E-03  1.090326E-02  -6.295000E-03  0.000000E+00  -1.503004E+01  1.279309E-01  7.616460E+01  3.840700E-01
 1.650000E-03  1.099852E-02  -6.350000E-03  0.000000E+00  -1.708263E+01  -1.297634E-01  7.544739E+01  2.804563E-02

