#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 21/11/2019 A 20:24:26 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  8.798818E-02  5.080000E-02  0.000000E+00  6.626098E+08  5.108958E+06  5.213095E+08  -1.584898E+06
 1.354660E-02  9.971988E-02  5.757330E-02  0.000000E+00  4.855234E+08  6.678511E+07  3.887268E+08  3.260408E+07
 2.709320E-02  1.114516E-01  6.434660E-02  0.000000E+00  3.493117E+08  1.015255E+08  2.675785E+08  4.824371E+07
 4.063980E-02  1.231833E-01  7.111990E-02  0.000000E+00  2.453298E+08  1.167682E+08  1.596549E+08  5.455391E+07
 5.418640E-02  1.349150E-01  7.789320E-02  0.000000E+00  1.611138E+08  1.213734E+08  6.061932E+07  5.547881E+07
 6.773300E-02  1.466467E-01  8.466650E-02  0.000000E+00  9.088283E+07  1.191896E+08  -3.117943E+07  5.338238E+07
 8.127960E-02  1.583784E-01  9.143980E-02  0.000000E+00  3.091128E+07  1.126882E+08  -1.170082E+08  4.956281E+07
 9.482620E-02  1.701101E-01  9.821310E-02  0.000000E+00  -2.130986E+07  1.034187E+08  -1.978384E+08  4.476830E+07
 1.083728E-01  1.818418E-01  1.049864E-01  0.000000E+00  -6.752720E+07  9.237788E+07  -2.744261E+08  3.944066E+07
 1.219194E-01  1.935735E-01  1.117597E-01  0.000000E+00  -1.089920E+08  8.022134E+07  -3.473705E+08  3.384524E+07
 1.354660E-01  2.053052E-01  1.185330E-01  0.000000E+00  -1.466233E+08  6.738795E+07  -4.171540E+08  2.814294E+07
 1.490126E-01  2.170369E-01  1.253063E-01  0.000000E+00  -1.811113E+08  5.417547E+07  -4.841702E+08  2.243140E+07
 1.625592E-01  2.287686E-01  1.320796E-01  0.000000E+00  -2.129845E+08  4.078760E+07  -5.487445E+08  1.676884E+07
 1.761058E-01  2.405003E-01  1.388529E-01  0.000000E+00  -2.426530E+08  2.736858E+07  -6.111456E+08  1.119247E+07
 1.896524E-01  2.522320E-01  1.456262E-01  0.000000E+00  -2.704655E+08  1.386003E+07  -6.716516E+08  5.701106E+06
 2.031990E-01  2.639637E-01  1.523995E-01  0.000000E+00  -2.972815E+08  3.837812E+05  -7.312159E+08  3.657634E+05

