#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 23/03/2020 A 17:03:13 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  9.569581E-03  5.525000E-03  0.000000E+00  8.688194E+01  4.427805E-03  3.953315E+01  -1.557731E-01
 3.300000E-04  9.855369E-03  5.690000E-03  0.000000E+00  4.977026E+01  2.002056E+00  5.922025E+00  1.238316E+00
 6.600000E-04  1.014116E-02  5.855000E-03  0.000000E+00  1.505746E+01  2.847869E+00  -2.661872E+01  1.807903E+00
 9.900000E-04  1.042695E-02  6.020000E-03  0.000000E+00  -1.744626E+01  2.715131E+00  -5.804318E+01  1.710561E+00
 1.320000E-03  1.071273E-02  6.185000E-03  0.000000E+00  -4.797931E+01  1.754546E+00  -8.843634E+01  1.064386E+00
 1.650000E-03  1.099852E-02  6.350000E-03  0.000000E+00  -7.693966E+01  7.938301E-02  -1.180970E+02  -8.872133E-02

