#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHEQ CALCULE LE 29/05/2020 A 15:16:00 DE TYPE         
#TABLE_SDASTER                                                                   
 ABSC_CURV     VMIS          TRESCA        PRIN_1        PRIN_2        PRIN_3        VECT_1_X      VECT_1_Y      VECT_1_Z      VECT_2_X      VECT_2_Y      VECT_2_Z      VECT_3_X      VECT_3_Y      VECT_3_Z      TRIAX       
 0.000000E+00  8.443762E+01  9.179163E+01  -1.745548E+01  -2.778501E-02  7.433615E+01  1.000000E+00  2.075766E-05  7.191925E-08  -2.075766E-05  1.000000E+00  -5.220782E-08  -7.192033E-08  5.220633E-08  1.000000E+00  2.244374E-01
 3.300000E-04  8.235161E+01  8.699575E+01  -1.068481E+01  -4.373855E-01  7.631094E+01  9.999999E-01  4.214376E-04  -2.085336E-05  -4.214383E-04  9.999999E-01  -3.309504E-05  2.083941E-05  3.310383E-05  1.000000E+00  2.638635E-01
 6.600000E-04  8.074459E+01  8.253597E+01  -4.281799E+00  -5.710947E-01  7.825417E+01  1.000000E+00  2.642784E-04  -4.391304E-05  -2.642792E-04  1.000000E+00  -1.673339E-05  4.390862E-05  1.674500E-05  1.000000E+00  3.030183E-01
 9.900000E-04  7.954885E+01  8.065776E+01  -5.175298E-01  1.748704E+00  8.014023E+01  3.155129E-05  1.000000E+00  -5.953622E-06  1.000000E+00  -3.155157E-05  -4.674256E-05  4.674275E-05  5.952147E-06  1.000000E+00  3.409703E-01
 1.320000E-03  7.868443E+01  8.229118E+01  -3.069508E-01  7.486575E+00  8.198423E+01  -1.089087E-04  1.000000E+00  8.173426E-06  1.000000E+00  1.089092E-04  -5.289825E-05  5.289914E-05  -8.167665E-06  1.000000E+00  3.777277E-01
 1.650000E-03  7.812032E+01  8.381226E+01  -4.654742E-02  1.297337E+01  8.376572E+01  -3.505284E-03  9.999939E-01  2.841433E-06  9.999939E-01  3.505284E-03  1.713558E-05  -1.712552E-05  -2.901480E-06  1.000000E+00  4.125795E-01

