#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCAR CALCULE LE 27/11/2019 A 12:51:27 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY          SIXZ          SIYZ        
 0.000000E+00  0.000000E+00  1.105000E-02  0.000000E+00  1.173989E+02  9.532086E-01  -2.885278E+01  -7.625654E-01  2.446724E-03  1.064396E-02
 1.100000E-04  0.000000E+00  1.116000E-02  0.000000E+00  1.009807E+02  1.689140E+00  -4.783067E+01  -5.461943E-01  2.024054E-03  8.779999E-03
 2.200000E-04  0.000000E+00  1.127000E-02  0.000000E+00  8.456249E+01  2.425072E+00  -6.680856E+01  -3.298233E-01  1.601385E-03  6.916037E-03
 3.300000E-04  0.000000E+00  1.138000E-02  0.000000E+00  6.704558E+01  2.936865E+00  -8.649572E+01  -5.046748E-01  1.705679E-03  1.517023E-02
 4.400000E-04  0.000000E+00  1.149000E-02  0.000000E+00  5.198171E+01  3.636859E+00  -1.044881E+02  -3.578578E-01  8.898865E-04  1.448588E-02
 5.500000E-04  0.000000E+00  1.160000E-02  0.000000E+00  3.691785E+01  4.336853E+00  -1.224804E+02  -2.110408E-01  7.409440E-05  1.380154E-02
 6.600000E-04  0.000000E+00  1.171000E-02  0.000000E+00  2.128277E+01  4.690963E+00  -1.406661E+02  -4.391142E-01  6.443564E-03  1.748933E-02
 7.700000E-04  0.000000E+00  1.182000E-02  0.000000E+00  6.810290E+00  4.544045E+00  -1.584510E+02  -2.707525E-01  4.770862E-03  1.613863E-02
 8.800000E-04  0.000000E+00  1.193000E-02  0.000000E+00  -7.662195E+00  4.397126E+00  -1.762358E+02  -1.023909E-01  3.098161E-03  1.478794E-02
 9.900000E-04  0.000000E+00  1.204000E-02  0.000000E+00  -2.326411E+01  3.794561E+00  -1.947970E+02  -2.240766E-01  6.994478E-03  1.495406E-02
 1.100000E-03  0.000000E+00  1.215000E-02  0.000000E+00  -3.670470E+01  3.623026E+00  -2.118318E+02  -1.034115E-01  5.982611E-03  1.399571E-02
 1.210000E-03  0.000000E+00  1.226000E-02  0.000000E+00  -5.014530E+01  3.451492E+00  -2.288665E+02  1.725365E-02  4.970744E-03  1.303736E-02
 1.320000E-03  0.000000E+00  1.237000E-02  0.000000E+00  -6.446443E+01  2.635287E+00  -2.466349E+02  3.495457E-02  2.550730E-03  1.786937E-02
 1.430000E-03  0.000000E+00  1.248000E-02  0.000000E+00  -7.749968E+01  1.691693E+00  -2.635110E+02  1.231104E-01  2.216556E-03  1.824556E-02
 1.540000E-03  0.000000E+00  1.259000E-02  0.000000E+00  -9.053493E+01  7.480990E-01  -2.803871E+02  2.112662E-01  1.882381E-03  1.862175E-02
 1.650000E-03  0.000000E+00  1.270000E-02  0.000000E+00  -1.035702E+02  -1.954952E-01  -2.972632E+02  2.994220E-01  1.548207E-03  1.899794E-02

