#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCAR CALCULE LE 21/11/2019 A 20:24:26 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY          SIXZ          SIYZ        
 0.000000E+00  8.798818E-02  5.080000E-02  0.000000E+00  1.818598E+08  5.069118E+08  5.283249E+08  -2.865934E+08  -1.571628E+06  -4.653128E+05
 1.354660E-02  9.971988E-02  5.757330E-02  0.000000E+00  1.911911E+08  3.376577E+08  3.801041E+08  -1.947942E+08  5.041229E+04  3.319523E+04
 2.709320E-02  1.114516E-01  6.434660E-02  0.000000E+00  1.975356E+08  2.331345E+08  2.596422E+08  -1.280596E+08  5.530716E+05  -8.773871E+04
 4.063980E-02  1.231833E-01  7.111990E-02  0.000000E+00  1.912308E+08  1.590537E+08  1.547197E+08  -8.082340E+07  3.165127E+05  1.519644E+05
 5.418640E-02  1.349150E-01  7.789320E-02  0.000000E+00  1.759153E+08  9.890788E+07  5.712446E+07  -4.357646E+07  2.440586E+05  1.296000E+05
 6.773300E-02  1.466467E-01  8.466650E-02  0.000000E+00  1.557903E+08  4.901282E+07  -3.380683E+07  -1.353399E+07  1.842765E+05  1.069800E+05
 8.127960E-02  1.583784E-01  9.143980E-02  0.000000E+00  1.331656E+08  6.602309E+06  -1.190868E+08  1.122469E+07  1.427937E+05  8.897755E+04
 9.482620E-02  1.701101E-01  9.821310E-02  0.000000E+00  1.093580E+08  -3.019784E+07  -1.995586E+08  3.201772E+07  1.125355E+05  7.463293E+04
 1.083728E-01  1.818418E-01  1.049864E-01  0.000000E+00  8.513735E+07  -6.268522E+07  -2.759058E+08  4.977482E+07  8.950712E+04  6.294398E+04
 1.219194E-01  1.935735E-01  1.117597E-01  0.000000E+00  6.095768E+07  -9.178158E+07  -3.486850E+08  6.516668E+07  7.141447E+04  5.326485E+04
 1.354660E-01  2.053052E-01  1.185330E-01  0.000000E+00  3.708545E+07  -1.181576E+08  -4.183525E+08  7.868700E+07  5.685468E+04  4.515628E+04
 1.490126E-01  2.170369E-01  1.253063E-01  0.000000E+00  1.367399E+07  -1.423118E+08  -4.852855E+08  9.070586E+07  4.494942E+04  3.832894E+04
 1.625592E-01  2.287686E-01  1.320796E-01  0.000000E+00  -9.191953E+06  -1.646225E+08  -5.497984E+08  1.015053E+08  3.521243E+04  3.266169E+04
 1.761058E-01  2.405003E-01  1.388529E-01  0.000000E+00  -3.146022E+07  -1.853820E+08  -6.121521E+08  1.113031E+08  2.797852E+04  2.868803E+04
 1.896524E-01  2.522320E-01  1.456262E-01  0.000000E+00  -5.316261E+07  -2.048107E+08  -6.725800E+08  1.202747E+08  3.075224E+04  2.384739E+04
 2.031990E-01  2.639637E-01  1.523995E-01  0.000000E+00  -7.248834E+07  -2.228631E+08  -7.307725E+08  1.290185E+08  -5.999782E+04  -2.115168E+04

