#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 29/05/2020 A 15:15:01 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  9.569581E-03  -5.525000E-03  0.000000E+00  1.620441E+01  1.108026E-02  7.889863E+01  -6.917424E-03
 3.300000E-04  9.855369E-03  -5.690000E-03  0.000000E+00  8.991797E+00  4.061551E-01  7.671646E+01  1.270973E+00
 6.600000E-04  1.014116E-02  -5.855000E-03  0.000000E+00  2.132845E+00  5.671818E-01  7.458472E+01  1.810394E+00
 9.900000E-04  1.042695E-02  -6.020000E-03  0.000000E+00  -4.342120E+00  5.487696E-01  7.253179E+01  1.722397E+00
 1.320000E-03  1.071273E-02  -6.185000E-03  0.000000E+00  -1.046337E+01  3.575642E-01  7.055148E+01  1.102772E+00
 1.650000E-03  1.099852E-02  -6.350000E-03  0.000000E+00  -1.631551E+01  7.181084E-03  6.862446E+01  3.024949E-02

