#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCAR CALCULE LE 21/11/2019 A 20:24:26 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY          SIXZ          SIYZ        
 0.000000E+00  1.244241E-17  -1.016000E-01  0.000000E+00  4.844267E+07  -1.462880E+05  3.384312E+08  -2.354173E+05  3.580133E+02  -8.539508E+04
 1.354660E-02  1.410139E-17  -1.151466E-01  0.000000E+00  3.758361E+07  7.648443E+06  3.729435E+08  2.125259E+05  3.399027E+00  1.372508E+04
 2.709320E-02  1.576037E-17  -1.286932E-01  0.000000E+00  2.127960E+07  1.510991E+07  4.032296E+08  -9.447673E+04  -1.550493E+04  3.512431E+04
 4.063980E-02  1.741935E-17  -1.422398E-01  0.000000E+00  5.232929E+06  2.093297E+07  4.315671E+08  -3.233410E+05  1.993629E+03  5.372314E+04
 5.418640E-02  1.907833E-17  -1.557864E-01  0.000000E+00  -9.597746E+06  2.461516E+07  4.589564E+08  -3.689027E+05  5.015379E+03  6.527732E+04
 6.773300E-02  2.073731E-17  -1.693330E-01  0.000000E+00  -2.293998E+07  2.645638E+07  4.860109E+08  -3.481912E+05  6.186981E+03  6.721608E+04
 8.127960E-02  2.239629E-17  -1.828796E-01  0.000000E+00  -3.476039E+07  2.680143E+07  5.131136E+08  -3.054078E+05  7.824112E+03  6.350046E+04
 9.482620E-02  2.405527E-17  -1.964262E-01  0.000000E+00  -4.513391E+07  2.596976E+07  5.405048E+08  -2.584934E+05  1.060500E+04  5.685569E+04
 1.083728E-01  2.571425E-17  -2.099728E-01  0.000000E+00  -5.417639E+07  2.423108E+07  5.683328E+08  -2.144670E+05  1.445478E+04  4.888931E+04
 1.219194E-01  2.737323E-17  -2.235194E-01  0.000000E+00  -6.201328E+07  2.180400E+07  5.966865E+08  -1.757294E+05  1.908230E+04  4.052277E+04
 1.354660E-01  2.903221E-17  -2.370660E-01  0.000000E+00  -6.876568E+07  1.886210E+07  6.256152E+08  -1.428279E+05  2.418718E+04  3.224694E+04
 1.490126E-01  3.069119E-17  -2.506126E-01  0.000000E+00  -7.454480E+07  1.554102E+07  6.551423E+08  -1.159513E+05  2.955638E+04  2.424192E+04
 1.625592E-01  3.235017E-17  -2.641592E-01  0.000000E+00  -7.945140E+07  1.194326E+07  6.852728E+08  -9.656490E+04  3.518531E+04  1.632298E+04
 1.761058E-01  3.400915E-17  -2.777058E-01  0.000000E+00  -8.358015E+07  8.136688E+06  7.159946E+08  -9.121702E+04  4.153486E+04  7.472484E+03
 1.896524E-01  3.566813E-17  -2.912524E-01  0.000000E+00  -8.703764E+07  4.143644E+06  7.472753E+08  -1.213928E+05  5.276054E+04  -8.358353E+03
 2.031990E-01  3.732711E-17  -3.047990E-01  0.000000E+00  -9.013046E+07  6.340919E+04  7.789955E+08  -2.164016E+05  5.181009E+04  -1.572522E+05

