#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 27/11/2019 A 12:51:28 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  1.353235E-18  -1.105000E-02  0.000000E+00  -1.540428E+01  -2.617556E-02  7.815513E+01  4.992782E-02
 1.100000E-04  1.366706E-18  -1.116000E-02  0.000000E+00  -1.338241E+01  -1.317864E-01  7.874913E+01  1.428853E-02
 2.200000E-04  1.380177E-18  -1.127000E-02  0.000000E+00  -1.139270E+01  -2.352933E-01  7.933382E+01  6.462072E-03
 3.300000E-04  1.393648E-18  -1.138000E-02  0.000000E+00  -9.435150E+00  -3.366963E-01  7.990920E+01  2.644845E-02
 4.400000E-04  1.407119E-18  -1.149000E-02  0.000000E+00  -7.543388E+00  -3.938274E-01  8.047792E+01  4.951619E-03
 5.500000E-04  1.420590E-18  -1.160000E-02  0.000000E+00  -5.674187E+00  -4.391026E-01  8.104333E+01  5.953330E-03
 6.600000E-04  1.434061E-18  -1.171000E-02  0.000000E+00  -3.827549E+00  -4.725220E-01  8.160545E+01  2.945358E-02
 7.700000E-04  1.447533E-18  -1.182000E-02  0.000000E+00  -2.052801E+00  -4.667464E-01  8.215740E+01  7.230030E-03
 8.800000E-04  1.461004E-18  -1.193000E-02  0.000000E+00  -2.927524E-01  -4.539132E-01  8.270700E+01  5.339556E-03
 9.900000E-04  1.474475E-18  -1.204000E-02  0.000000E+00  1.452596E+00  -4.340225E-01  8.325422E+01  2.378216E-02
 1.100000E-03  1.487946E-18  -1.215000E-02  0.000000E+00  3.138886E+00  -3.825968E-01  8.379291E+01  5.761278E-03
 1.210000E-03  1.501417E-18  -1.226000E-02  0.000000E+00  4.811728E+00  -3.284026E-01  8.432828E+01  3.957074E-03
 1.320000E-03  1.514888E-18  -1.237000E-02  0.000000E+00  6.471120E+00  -2.714401E-01  8.486035E+01  1.836955E-02
 1.430000E-03  1.528359E-18  -1.248000E-02  0.000000E+00  8.091988E+00  -1.840464E-01  8.538991E+01  1.330368E-02
 1.540000E-03  1.541830E-18  -1.259000E-02  0.000000E+00  9.706702E+00  -9.956428E-02  8.591666E+01  1.326385E-02
 1.650000E-03  1.555301E-18  -1.270000E-02  0.000000E+00  1.131526E+01  -1.799371E-02  8.644058E+01  1.825006E-02

