#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 31/10/2019 A 10:22:08 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  9.569581E-03  5.525000E-03  0.000000E+00  8.714077E+01  1.033821E+01  3.802388E+01  6.264474E-01
 1.100000E-04  9.664844E-03  5.580000E-03  0.000000E+00  7.044678E+01  7.104175E-01  2.253548E+01  6.143747E-01
 2.200000E-04  9.760106E-03  5.635000E-03  0.000000E+00  5.868559E+01  1.310808E+00  1.183335E+01  1.044520E+00
 3.300000E-04  9.855369E-03  5.690000E-03  0.000000E+00  4.719319E+01  1.787886E+00  1.260450E+00  1.383347E+00
 4.400000E-04  9.950632E-03  5.745000E-03  0.000000E+00  3.596257E+01  2.154172E+00  -9.183700E+00  1.636875E+00
 5.500000E-04  1.004589E-02  5.800000E-03  0.000000E+00  2.498437E+01  2.416159E+00  -1.950215E+01  1.810564E+00
 6.600000E-04  1.014116E-02  5.855000E-03  0.000000E+00  1.424512E+01  2.570376E+00  -2.970234E+01  1.909066E+00
 7.700000E-04  1.023642E-02  5.910000E-03  0.000000E+00  3.736016E+00  2.622441E+00  -3.978732E+01  1.937168E+00
 8.800000E-04  1.033168E-02  5.965000E-03  0.000000E+00  -6.551305E+00  2.577683E+00  -4.976008E+01  1.899352E+00
 9.900000E-04  1.042695E-02  6.020000E-03  0.000000E+00  -1.662479E+01  2.441188E+00  -5.962344E+01  1.799822E+00
 1.100000E-03  1.052221E-02  6.075000E-03  0.000000E+00  -2.649199E+01  2.217830E+00  -6.938013E+01  1.642522E+00
 1.210000E-03  1.061747E-02  6.130000E-03  0.000000E+00  -3.616006E+01  1.912318E+00  -7.903273E+01  1.431158E+00
 1.320000E-03  1.071273E-02  6.185000E-03  0.000000E+00  -4.563579E+01  1.529238E+00  -8.858371E+01  1.169218E+00
 1.430000E-03  1.080800E-02  6.240000E-03  0.000000E+00  -5.492560E+01  1.073084E+00  -9.803538E+01  8.599931E-01
 1.540000E-03  1.090326E-02  6.295000E-03  0.000000E+00  -6.407093E+01  4.696513E-01  -1.074253E+02  5.019750E-01
 1.650000E-03  1.099852E-02  6.350000E-03  0.000000E+00  -7.656860E+01  -8.046846E+00  -1.202464E+02  -3.581806E-01

