#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 29/05/2020 A 15:16:00 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  9.569581E-03  5.525000E-03  0.000000E+00  8.747896E+01  6.372602E-03  3.965448E+01  -1.580219E-01
 3.300000E-04  9.855369E-03  5.690000E-03  0.000000E+00  5.047857E+01  2.021210E+00  6.286710E+00  1.235796E+00
 6.600000E-04  1.014116E-02  5.855000E-03  0.000000E+00  1.556008E+01  2.883750E+00  -2.632074E+01  1.825843E+00
 9.900000E-04  1.042695E-02  6.020000E-03  0.000000E+00  -1.741351E+01  2.757282E+00  -5.808318E+01  1.746633E+00
 1.320000E-03  1.071273E-02  6.185000E-03  0.000000E+00  -4.864873E+01  1.787200E+00  -8.906162E+01  1.099269E+00
 1.650000E-03  1.099852E-02  6.350000E-03  0.000000E+00  -7.851953E+01  8.322596E-02  -1.195396E+02  -8.907804E-02

