#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 31/10/2019 A 10:22:08 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  9.569581E-03  -5.525000E-03  0.000000E+00  1.758763E+01  8.247858E-01  8.672940E+01  2.037852E-01
 1.100000E-04  9.664844E-03  -5.580000E-03  0.000000E+00  1.462084E+01  1.308768E-01  8.556380E+01  4.740295E-01
 2.200000E-04  9.760106E-03  -5.635000E-03  0.000000E+00  1.208224E+01  2.613337E-01  8.478839E+01  8.872102E-01
 3.300000E-04  9.855369E-03  -5.690000E-03  0.000000E+00  9.589645E+00  3.674047E-01  8.402167E+01  1.215267E+00
 4.400000E-04  9.950632E-03  -5.745000E-03  0.000000E+00  7.142638E+00  4.501911E-01  8.326392E+01  1.462820E+00
 5.500000E-04  1.004589E-02  -5.800000E-03  0.000000E+00  4.740547E+00  5.103250E-01  8.251519E+01  1.634163E+00
 6.600000E-04  1.014116E-02  -5.855000E-03  0.000000E+00  2.382339E+00  5.477317E-01  8.177519E+01  1.733358E+00
 7.700000E-04  1.023642E-02  -5.910000E-03  0.000000E+00  6.731754E-02  5.630739E-01  8.104391E+01  1.764360E+00
 8.800000E-04  1.033168E-02  -5.965000E-03  0.000000E+00  -2.205209E+00  5.570055E-01  8.032139E+01  1.730886E+00
 9.900000E-04  1.042695E-02  -6.020000E-03  0.000000E+00  -4.435930E+00  5.301715E-01  7.960760E+01  1.636435E+00
 1.100000E-03  1.052221E-02  -6.075000E-03  0.000000E+00  -6.625533E+00  4.832088E-01  7.890253E+01  1.484304E+00
 1.210000E-03  1.061747E-02  -6.130000E-03  0.000000E+00  -8.774698E+00  4.167470E-01  7.820615E+01  1.277593E+00
 1.320000E-03  1.071273E-02  -6.185000E-03  0.000000E+00  -1.088410E+01  3.314085E-01  7.751843E+01  1.019226E+00
 1.430000E-03  1.080800E-02  -6.240000E-03  0.000000E+00  -1.295442E+01  2.278090E-01  7.683931E+01  7.119524E-01
 1.540000E-03  1.090326E-02  -6.295000E-03  0.000000E+00  -1.498839E+01  1.019432E-01  7.616668E+01  3.600422E-01
 1.650000E-03  1.099852E-02  -6.350000E-03  0.000000E+00  -1.719153E+01  -5.014818E-01  7.529563E+01  1.317112E-01

