#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 27/11/2019 A 12:51:28 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  9.569581E-03  -5.525000E-03  0.000000E+00  1.746357E+01  3.812685E-02  8.804280E+01  2.161953E-02
 1.100000E-04  9.664844E-03  -5.580000E-03  0.000000E+00  1.485448E+01  1.441741E-01  8.723624E+01  5.160122E-01
 2.200000E-04  9.760106E-03  -5.635000E-03  0.000000E+00  1.228690E+01  2.801291E-01  8.645335E+01  9.291758E-01
 3.300000E-04  9.855369E-03  -5.690000E-03  0.000000E+00  9.760829E+00  4.459918E-01  8.569413E+01  1.261110E+00
 4.400000E-04  9.950632E-03  -5.745000E-03  0.000000E+00  7.207878E+00  4.566093E-01  8.488060E+01  1.543934E+00
 5.500000E-04  1.004589E-02  -5.800000E-03  0.000000E+00  4.740065E+00  5.114297E-01  8.410931E+01  1.738189E+00
 6.600000E-04  1.014116E-02  -5.855000E-03  0.000000E+00  2.357388E+00  6.104527E-01  8.338026E+01  1.843875E+00
 7.700000E-04  1.023642E-02  -5.910000E-03  0.000000E+00  -3.109755E-02  5.732324E-01  8.260976E+01  1.877782E+00
 8.800000E-04  1.033168E-02  -5.965000E-03  0.000000E+00  -2.358457E+00  5.669246E-01  8.187001E+01  1.847366E+00
 9.900000E-04  1.042695E-02  -6.020000E-03  0.000000E+00  -4.624689E+00  5.915295E-01  8.116101E+01  1.752628E+00
 1.100000E-03  1.052221E-02  -6.075000E-03  0.000000E+00  -6.870919E+00  5.155886E-01  8.042921E+01  1.592924E+00
 1.210000E-03  1.061747E-02  -6.130000E-03  0.000000E+00  -9.066245E+00  4.467321E-01  7.971748E+01  1.390194E+00
 1.320000E-03  1.071273E-02  -6.185000E-03  0.000000E+00  -1.121067E+01  3.849600E-01  7.902585E+01  1.144438E+00
 1.430000E-03  1.080800E-02  -6.240000E-03  0.000000E+00  -1.336605E+01  2.545416E-01  7.831059E+01  8.038285E-01
 1.540000E-03  1.090326E-02  -6.295000E-03  0.000000E+00  -1.546883E+01  1.310557E-01  7.761795E+01  4.334865E-01
 1.650000E-03  1.099852E-02  -6.350000E-03  0.000000E+00  -1.751901E+01  1.450214E-02  7.694793E+01  3.341196E-02

