#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 31/10/2019 A 10:22:07 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  0.000000E+00  1.105000E-02  0.000000E+00  1.236579E+02  1.845380E+01  -2.023746E+01  -1.226823E-03
 1.100000E-04  0.000000E+00  1.116000E-02  0.000000E+00  9.838317E+01  9.460094E-01  -4.765728E+01  -9.917774E-04
 2.200000E-04  0.000000E+00  1.127000E-02  0.000000E+00  8.189605E+01  1.804152E+00  -6.645723E+01  -6.098087E-04
 3.300000E-04  0.000000E+00  1.138000E-02  0.000000E+00  6.584690E+01  2.485122E+00  -8.498060E+01  -2.542735E-04
 4.400000E-04  0.000000E+00  1.149000E-02  0.000000E+00  5.021356E+01  2.999010E+00  -1.032371E+02  -1.418392E-04
 5.500000E-04  0.000000E+00  1.160000E-02  0.000000E+00  3.497446E+01  3.356002E+00  -1.212359E+02  -1.943459E-04
 6.600000E-04  0.000000E+00  1.171000E-02  0.000000E+00  2.011304E+01  3.565509E+00  -1.389845E+02  -1.594852E-04
 7.700000E-04  0.000000E+00  1.182000E-02  0.000000E+00  5.614030E+00  3.635465E+00  -1.564903E+02  -1.092658E-04
 8.800000E-04  0.000000E+00  1.193000E-02  0.000000E+00  -8.446632E+00  3.764085E+00  -1.736704E+02  -7.228412E-05
 9.900000E-04  0.000000E+00  1.204000E-02  0.000000E+00  -2.276309E+01  3.382943E+00  -1.912137E+02  -2.918306E-06
 1.100000E-03  0.000000E+00  1.215000E-02  0.000000E+00  -3.666592E+01  3.074319E+00  -2.084466E+02  4.477057E-05
 1.210000E-03  0.000000E+00  1.226000E-02  0.000000E+00  -5.024860E+01  2.651990E+00  -2.254572E+02  9.458048E-05
 1.320000E-03  0.000000E+00  1.237000E-02  0.000000E+00  -6.352086E+01  2.122317E+00  -2.422509E+02  1.521380E-04
 1.430000E-03  0.000000E+00  1.248000E-02  0.000000E+00  -7.649073E+01  1.490910E+00  -2.588326E+02  2.248223E-04
 1.540000E-03  0.000000E+00  1.259000E-02  0.000000E+00  -8.916406E+01  7.631334E-01  -2.752064E+02  3.148501E-04
 1.650000E-03  0.000000E+00  1.270000E-02  0.000000E+00  -1.079869E+02  -1.439143E+01  -2.978171E+02  3.730648E-04

