#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 23/03/2020 A 17:03:13 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  9.569581E-03  -5.525000E-03  0.000000E+00  1.726554E+01  1.177670E-02  8.207882E+01  -7.481589E-03
 3.300000E-04  9.855369E-03  -5.690000E-03  0.000000E+00  9.581897E+00  4.325930E-01  7.975826E+01  1.348251E+00
 6.600000E-04  1.014116E-02  -5.855000E-03  0.000000E+00  2.275295E+00  6.041346E-01  7.749048E+01  1.920529E+00
 9.900000E-04  1.042695E-02  -6.020000E-03  0.000000E+00  -4.622124E+00  5.844923E-01  7.530571E+01  1.827161E+00
 1.320000E-03  1.071273E-02  -6.185000E-03  0.000000E+00  -1.114274E+01  3.808105E-01  7.319742E+01  1.169798E+00
 1.650000E-03  1.099852E-02  -6.350000E-03  0.000000E+00  -1.737661E+01  7.674031E-03  7.114507E+01  3.195052E-02

