#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 04/11/2019 A 12:15:56 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  1.353235E-18  -1.105000E-02  0.000000E+00  -1.505060E+01  -1.569100E-01  7.662046E+01  -3.742514E-09
 1.100000E-04  1.366706E-18  -1.116000E-02  0.000000E+00  -1.298548E+01  -1.248143E-01  7.727056E+01  -1.831924E-06
 2.200000E-04  1.380177E-18  -1.127000E-02  0.000000E+00  -1.104262E+01  -2.334915E-01  7.783912E+01  -2.356706E-06
 3.300000E-04  1.393648E-18  -1.138000E-02  0.000000E+00  -9.146580E+00  -3.169351E-01  7.840098E+01  -1.490363E-06
 4.400000E-04  1.407119E-18  -1.149000E-02  0.000000E+00  -7.294211E+00  -3.774245E-01  7.895643E+01  -8.459914E-07
 5.500000E-04  1.420590E-18  -1.160000E-02  0.000000E+00  -5.482463E+00  -4.169845E-01  7.950578E+01  -4.474820E-07
 6.600000E-04  1.434061E-18  -1.171000E-02  0.000000E+00  -3.708459E+00  -4.374290E-01  8.004936E+01  -1.974401E-07
 7.700000E-04  1.447533E-18  -1.182000E-02  0.000000E+00  -1.969494E+00  -4.404071E-01  8.058749E+01  -2.240716E-08
 8.800000E-04  1.461004E-18  -1.193000E-02  0.000000E+00  -2.630345E-01  -4.274295E-01  8.112050E+01  1.273346E-07
 9.900000E-04  1.474475E-18  -1.204000E-02  0.000000E+00  1.413291E+00  -3.998831E-01  8.164868E+01  2.904191E-07
 1.100000E-03  1.487946E-18  -1.215000E-02  0.000000E+00  3.061707E+00  -3.590409E-01  8.217233E+01  5.026584E-07
 1.210000E-03  1.501417E-18  -1.226000E-02  0.000000E+00  4.684301E+00  -3.060658E-01  8.269175E+01  7.916414E-07
 1.320000E-03  1.514888E-18  -1.237000E-02  0.000000E+00  6.283041E+00  -2.420093E-01  8.320720E+01  1.126450E-06
 1.430000E-03  1.528359E-18  -1.248000E-02  0.000000E+00  7.859816E+00  -1.678132E-01  8.371900E+01  1.275005E-06
 1.540000E-03  1.541830E-18  -1.259000E-02  0.000000E+00  9.416599E+00  -8.439310E-02  8.422746E+01  7.814187E-07
 1.650000E-03  1.555301E-18  -1.270000E-02  0.000000E+00  1.099885E+01  1.014793E-01  8.477557E+01  -6.818213E-07

