#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHEQ CALCULE LE 23/03/2020 A 17:03:14 DE TYPE         
#TABLE_SDASTER                                                                   
 ABSC_CURV     VMIS          TRESCA        PRIN_1        PRIN_2        PRIN_3        VECT_1_X      VECT_1_Y      VECT_1_Z      VECT_2_X      VECT_2_Y      VECT_2_Z      VECT_3_X      VECT_3_Y      VECT_3_Z      TRIAX       
 0.000000E+00  8.154920E+01  8.874449E+01  -1.713082E+01  -2.729811E-02  7.161367E+01  1.000000E+00  2.096256E-05  7.308643E-08  -2.096256E-05  1.000000E+00  -5.324352E-08  -7.308754E-08  5.324199E-08  1.000000E+00  2.225877E-01
 3.300000E-04  7.948873E+01  8.403962E+01  -1.048864E+01  -4.292017E-01  7.355098E+01  9.999999E-01  4.199724E-04  -2.122302E-05  -4.199731E-04  9.999999E-01  -3.371609E-05  2.120886E-05  3.372500E-05  1.000000E+00  2.626500E-01
 6.600000E-04  7.790518E+01  7.966468E+01  -4.207375E+00  -5.602733E-01  7.545730E+01  1.000000E+00  2.595001E-04  -4.468912E-05  -2.595008E-04  1.000000E+00  -1.703755E-05  4.468470E-05  1.704914E-05  1.000000E+00  3.024602E-01
 9.900000E-04  7.673114E+01  7.781512E+01  -5.076095E-01  1.708369E+00  7.730751E+01  2.474970E-05  1.000000E+00  -6.060906E-06  1.000000E+00  -2.474999E-05  -4.758512E-05  4.758527E-05  6.059728E-06  1.000000E+00  3.410535E-01
 1.320000E-03  7.588724E+01  7.941746E+01  -3.009875E-01  7.337138E+00  7.911648E+01  -1.102643E-04  1.000000E+00  8.292113E-06  1.000000E+00  1.102647E-04  -5.384676E-05  5.384767E-05  -8.286175E-06  1.000000E+00  3.784238E-01
 1.650000E-03  7.534253E+01  8.090980E+01  -4.567559E-02  1.271987E+01  8.086412E+01  -3.497921E-03  9.999939E-01  2.857893E-06  9.999939E-01  3.497921E-03  1.736241E-05  -1.735231E-05  -2.918608E-06  1.000000E+00  4.138359E-01

