#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 21/11/2019 A 20:24:26 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  1.244241E-17  -1.016000E-01  0.000000E+00  4.834326E+07  -2.617431E+05  3.381206E+08  -2.097561E+05
 1.354660E-02  1.410139E-17  -1.151466E-01  0.000000E+00  3.686959E+07  7.354280E+06  3.723247E+08  8.356947E+04
 2.709320E-02  1.576037E-17  -1.286932E-01  0.000000E+00  2.140445E+07  1.483365E+07  4.030268E+08  -8.060121E+04
 4.063980E-02  1.741935E-17  -1.422398E-01  0.000000E+00  5.546332E+06  2.049828E+07  4.314609E+08  -1.748285E+05
 5.418640E-02  1.907833E-17  -1.557864E-01  0.000000E+00  -9.283119E+06  2.414572E+07  4.588948E+08  -1.898279E+05
 6.773300E-02  2.073731E-17  -1.693330E-01  0.000000E+00  -2.267295E+07  2.600560E+07  4.859740E+08  -1.758271E+05
 8.127960E-02  2.239629E-17  -1.828796E-01  0.000000E+00  -3.454575E+07  2.639444E+07  5.130948E+08  -1.524185E+05
 9.482620E-02  2.405527E-17  -1.964262E-01  0.000000E+00  -4.496315E+07  2.561709E+07  5.405022E+08  -1.276800E+05
 1.083728E-01  2.571425E-17  -2.099728E-01  0.000000E+00  -5.403861E+07  2.393563E+07  5.683457E+08  -1.048152E+05
 1.219194E-01  2.737323E-17  -2.235194E-01  0.000000E+00  -6.189867E+07  2.156482E+07  5.967142E+08  -8.494494E+04
 1.354660E-01  2.903221E-17  -2.370660E-01  0.000000E+00  -6.866616E+07  1.867658E+07  6.256571E+08  -6.845901E+04
 1.490126E-01  3.069119E-17  -2.506126E-01  0.000000E+00  -7.445350E+07  1.540684E+07  6.551985E+08  -5.607001E+04
 1.625592E-01  3.235017E-17  -2.641592E-01  0.000000E+00  -7.936081E+07  1.186184E+07  6.853454E+08  -5.074348E+04
 1.761058E-01  3.400915E-17  -2.777058E-01  0.000000E+00  -8.347856E+07  8.123624E+06  7.160927E+08  -6.265992E+04
 1.896524E-01  3.566813E-17  -2.912524E-01  0.000000E+00  -8.695194E+07  4.264495E+06  7.474112E+08  -1.028159E+05
 2.031990E-01  3.732711E-17  -3.047990E-01  0.000000E+00  -8.925810E+07  6.439544E+05  7.799491E+08  2.030973E+05

