#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 27/11/2019 A 20:14:06 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  1.353235E-18  -1.105000E-02  0.000000E+00  -1.538792E+01  -2.749730E-02  8.028455E+01  4.726181E-02
 3.300000E-04  1.393648E-18  -1.138000E-02  0.000000E+00  -9.429448E+00  -3.413817E-01  8.203490E+01  2.830629E-02
 6.600000E-04  1.434061E-18  -1.171000E-02  0.000000E+00  -3.831531E+00  -4.720309E-01  8.373151E+01  2.971475E-02
 9.900000E-04  1.474475E-18  -1.204000E-02  0.000000E+00  1.436683E+00  -4.331247E-01  8.537648E+01  2.357296E-02
 1.320000E-03  1.514888E-18  -1.237000E-02  0.000000E+00  6.443145E+00  -2.709708E-01  8.697753E+01  1.828578E-02
 1.650000E-03  1.555301E-18  -1.270000E-02  0.000000E+00  1.127486E+01  -1.808406E-02  8.855205E+01  1.833286E-02

