#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCYL CALCULE LE 29/05/2020 A 15:15:01 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY        
 0.000000E+00  9.569581E-03  5.525000E-03  0.000000E+00  8.127287E+01  5.920505E-03  3.684124E+01  -1.468113E-01
 3.300000E-04  9.855369E-03  5.690000E-03  0.000000E+00  4.689743E+01  1.877818E+00  5.840707E+00  1.148124E+00
 6.600000E-04  1.014116E-02  5.855000E-03  0.000000E+00  1.445619E+01  2.679166E+00  -2.445345E+01  1.696311E+00
 9.900000E-04  1.042695E-02  6.020000E-03  0.000000E+00  -1.617813E+01  2.561670E+00  -5.396253E+01  1.622720E+00
 1.320000E-03  1.071273E-02  6.185000E-03  0.000000E+00  -4.519741E+01  1.660410E+00  -8.274326E+01  1.021282E+00
 1.650000E-03  1.099852E-02  6.350000E-03  0.000000E+00  -7.294906E+01  7.732160E-02  -1.110590E+02  -8.275851E-02

