#
#--------------------------------------------------------------------------------
##ASTER 13.06.00 CONCEPT SCLTHCAR CALCULE LE 21/11/2019 A 20:24:26 DE TYPE        
#TABLE_SDASTER                                                                   
 ABSC_CURV     COOR_X        COOR_Y        COOR_Z        SIXX          SIYY          SIZZ          SIXY          SIXZ          SIYZ        
 0.000000E+00  0.000000E+00  1.016000E-01  0.000000E+00  8.543862E+08  9.859584E+06  5.794887E+08  -8.915934E+06  1.312607E+06  4.945943E+05
 1.354660E-02  0.000000E+00  1.151466E-01  0.000000E+00  6.420732E+08  8.786926E+07  3.980984E+08  8.255247E+05  -2.733826E+05  -9.633401E+05
 2.709320E-02  0.000000E+00  1.286932E-01  0.000000E+00  4.660273E+08  1.325501E+08  2.270189E+08  3.813091E+05  -2.048860E+05  -1.682518E+05
 4.063980E-02  0.000000E+00  1.422398E-01  0.000000E+00  3.300615E+08  1.511328E+08  7.242944E+07  2.937410E+05  -5.029841E+04  -1.371186E+05
 5.418640E-02  0.000000E+00  1.557864E-01  0.000000E+00  2.211536E+08  1.558024E+08  -6.953430E+07  2.413688E+05  3.995499E+04  -1.255171E+05
 6.773300E-02  0.000000E+00  1.693330E-01  0.000000E+00  1.309948E+08  1.519996E+08  -2.014977E+08  2.074535E+05  1.004397E+05  -1.109046E+05
 8.127960E-02  0.000000E+00  1.828796E-01  0.000000E+00  5.434791E+07  1.429510E+08  -3.253694E+08  1.840402E+05  1.425277E+05  -9.478124E+04
 9.482620E-02  0.000000E+00  1.964262E-01  0.000000E+00  -1.224355E+07  1.306296E+08  -4.425734E+08  1.668171E+05  1.726829E+05  -7.859467E+04
 1.083728E-01  0.000000E+00  2.099728E-01  0.000000E+00  -7.114538E+07  1.162780E+08  -5.541971E+08  1.534013E+05  1.946349E+05  -6.311925E+04
 1.219194E-01  0.000000E+00  2.235194E-01  0.000000E+00  -1.240282E+08  1.006969E+08  -6.610878E+08  1.421643E+05  2.106771E+05  -4.874733E+04
 1.354660E-01  0.000000E+00  2.370660E-01  0.000000E+00  -1.721031E+08  8.441285E+07  -7.639171E+08  1.311617E+05  2.222705E+05  -3.576624E+04
 1.490126E-01  0.000000E+00  2.506126E-01  0.000000E+00  -2.162671E+08  6.777969E+07  -8.632240E+08  1.162596E+05  2.302978E+05  -2.482964E+04
 1.625592E-01  0.000000E+00  2.641592E-01  0.000000E+00  -2.571937E+08  5.104717E+07  -9.594426E+08  8.637672E+04  2.351359E+05  -1.894799E+04
 1.761058E-01  0.000000E+00  2.777058E-01  0.000000E+00  -2.953646E+08  3.442040E+07  -1.052889E+09  1.339628E+04  2.334767E+05  -1.145365E+04
 1.896524E-01  0.000000E+00  2.912524E-01  0.000000E+00  -3.314214E+08  1.794327E+07  -1.144038E+09  -2.273089E+05  1.672277E+05  -1.092132E+05
 2.031990E-01  0.000000E+00  3.047990E-01  0.000000E+00  -3.660082E+08  1.989302E+04  -1.235472E+09  3.972627E+05  -6.750298E+00  1.170225E+05

